text,category,severity,service_type
Antivirus license expired Antivirus says license expired and blocks updates today.,software,medium,desktop_application
Outlook not syncing Outlook is not syncing new emails for the past 2 days. This is affecting my work.,email,low,mailbox_access
I need help with IT portal error on submit. The IT portal shows an error when submitting a ticket today. This is affecting my work.,software,high,os_update
Cannot send email Emails stay in outbox with server connection error since yesterday. This is affecting my work.,email,low,calendar
Cannot start PC The PC is not powering on for the past 2 days. The power light is off.,hardware,high,workstation
"Hello, IT portal error on submit. The IT portal shows an error when submitting a ticket today. This is affecting my work.",software,medium,antivirus
Application crashing The application crashes when I click submit/save this week. It is urgent.,software,medium,antivirus
Keyboard not responding The keyboard keys are not responding and the mouse freezes today.,hardware,medium,peripheral
"Morning, Network connection is very slow. The network is very slow at operations office after the latest update. Emails take long and sites time out. I cannot continue my tasks.",network,medium,lan
Update failed Windows/software update fails with an error code and PC becomes slow since yesterday.,software,low,antivirus
DNS issue Some websites open but others fail; looks like DNS issue today. This is affecting my work.,network,medium,vpn
VPN not connecting VPN fails to connect to head office after the latest update. I cannot access shared folders. This is delaying service.,network,medium,vpn
Requesting support: Printer offline. Printer shows offline and jobs do not print today. I cannot continue my tasks.,printer,high,scanner
Requesting support: MFA not working. OTP/MFA is not working and I cannot login for the past 2 days. It is urgent.,account,high,mfa
"Please assist, VPN not connecting. VPN fails to connect to head office today. I cannot access shared folders. This impacts customer support.",network,medium,connectivity
Scanner not working Scanner fails with paper jam message even when clear for the past 2 days.,printer,medium,print_queue
Phishing email reported I received a suspicious email asking for credentials after the latest update. I did not click links. It is urgent.,security,high,unauthorized_access
Update failed Windows/software update fails with an error code and PC becomes slow today. This impacts customer support.,software,medium,os_update
"Hi IT team, Network connection is very slow. The network is very slow at engineering unit this week. Emails take long and sites time out. This is delaying service.",network,high,file_sharing
Calendar invites failing Meeting invites fail or do not update in calendar after restart. I cannot continue my tasks.,email,medium,email
"Hello, Antivirus license expired. Antivirus says license expired and blocks updates for the past 2 days. I cannot continue my tasks.",software,low,desktop_application
"Kindly help, VPN not connecting. VPN fails to connect to head office after the latest update. I cannot access shared folders. This is delaying service.",network,high,connectivity
MFA not working OTP/MFA is not working and I cannot login for the past 2 days. This is affecting my work.,account,high,access_management
Faded prints Printer prints faded pages and shows low toner since yesterday. This impacts customer support.,printer,medium,print_queue
Printer offline Printer shows offline and jobs do not print since yesterday. This is affecting my work.,printer,high,scanner
"Hi IT team, Access denied to folder. I get access denied when opening the shared folder/system after restart. This impacts customer support.",account,medium,password_reset
"Morning, Antivirus license expired. Antivirus says license expired and blocks updates since this morning.",software,medium,database_client
"Morning, DNS issue. Some websites open but others fail; looks like DNS issue after the latest update. This is affecting my work.",network,medium,file_sharing
VPN not connecting VPN fails to connect to head office since yesterday. I cannot access shared folders. This is delaying service.,network,medium,vpn
"Kindly help, VPN not connecting. VPN fails to connect to head office since this morning. I cannot access shared folders. This impacts customer support.",network,high,lan
I need help with LAN keeps disconnecting. Ethernet connection drops when cable is moved this week. This is affecting my work.,network,low,lan
Internal HR system not responding The HR system is not responding and pages keep loading since this morning. I cannot continue my tasks.,software,medium,antivirus
Malware alert detected Antivirus detected malware and quarantined a file since yesterday. Please investigate. I cannot continue my tasks.,security,critical,data_leak
Outlook not syncing Outlook is not syncing new emails for the past 2 days. It is urgent.,email,medium,mailbox_access
I need help with Overheating. The computer becomes very hot and shuts down during work after the latest update. It is urgent.,hardware,low,laptop
MFA not working OTP/MFA is not working and I cannot login for the past 2 days. I cannot continue my tasks.,account,high,access_management
IT portal error on submit The IT portal shows an error when submitting a ticket this week. This impacts customer support.,software,medium,web_application
Antivirus license expired Antivirus says license expired and blocks updates since yesterday. This is delaying service.,software,medium,desktop_application
Printer not detected Printer not detected on the network after restart. Cannot print from any PC. This is affecting my work.,printer,medium,scanner
Malware alert detected Antivirus detected malware and quarantined a file for the past 2 days. Please investigate. This is delaying service.,security,critical,unauthorized_access
Calendar invites failing Meeting invites fail or do not update in calendar after the latest update. It is urgent.,email,medium,mailbox_access
"Afternoon, Outlook not syncing. Outlook is not syncing new emails after the latest update. This is affecting my work.",email,medium,collaboration
"Hi IT team, DNS issue. Some websites open but others fail; looks like DNS issue for the past 2 days. I cannot continue my tasks.",network,medium,dns
Unauthorized login attempts There are login attempts from unknown location on my account today. This is affecting my work.,security,critical,unauthorized_access
Calendar invites failing Meeting invites fail or do not update in calendar since this morning. It is urgent.,email,high,email
Printer not detected Printer not detected on the network after restart. Cannot print from any PC.,printer,medium,scanner
Overheating The laptop becomes very hot and shuts down during work after restart. This is delaying service.,hardware,medium,laptop
Request new access Please grant me access to the procurement/finance module required for my work after restart. It is urgent.,account,high,permissions
IT portal error on submit The IT portal shows an error when submitting a ticket today. This is affecting my work.,software,medium,os_update
Application crashing The application crashes when I click submit/save this week.,software,low,os_update
Requesting support: Scanner not working. Scanner fails with paper jam message even when clear after the latest update. This impacts customer support.,printer,medium,scanner
Malware alert detected Antivirus detected malware and quarantined a file this week. Please investigate.,security,critical,security_incident
Requesting support: No internet connection. Wi-Fi shows connected but no internet works since this morning.,network,medium,lan
"Morning, USB security warning. A USB device triggered a security warning when connected after the latest update.",security,high,phishing
Possible data leak A sensitive document may have been shared incorrectly after the latest update. Please advise. It is urgent.,security,critical,unauthorized_access
No internet connection Wi-Fi shows connected but no internet works after restart. This is delaying service.,network,high,vpn
"Hi IT team, Application crashing. The application crashes when I click submit/save today. This is delaying service.",software,medium,antivirus
"Hi IT team, Overheating. The computer becomes very hot and shuts down during work since this morning. It is urgent.",hardware,medium,power
Application crashing The application crashes when I click submit/save after the latest update. This is delaying service.,software,medium,database_client
"Morning, Printer not detected. Printer not detected on the network since yesterday. Cannot print from any PC. This is delaying service.",printer,high,printer
Cannot access shared drive I cannot access the shared drive on the network for the past 2 days. It says path not found. I cannot continue my tasks.,network,medium,connectivity
Update failed Windows/software update fails with an error code and PC becomes slow since yesterday. This is delaying service.,software,low,database_client
Blue screen on desktop computer The desktop computer shows a blue screen and restarts frequently for the past 2 days. This is delaying service.,hardware,high,power
USB security warning A USB device triggered a security warning when connected for the past 2 days. I cannot continue my tasks.,security,high,malware
"Kindly help, No internet connection. Wi-Fi shows connected but no internet works since this morning. This impacts customer support.",network,medium,vpn
"Morning, Account disabled. My account seems disabled and I cannot sign in for the past 2 days. This is delaying service.",account,high,mfa
Update failed Windows/software update fails with an error code and PC becomes slow this week. This impacts customer support.,software,low,web_application
"Please assist, Scanner not working. Scanner fails with paper jam message even when clear for the past 2 days. This impacts customer support.",printer,medium,scanner
VPN not connecting VPN fails to connect to head office today. I cannot access shared folders. It is urgent.,network,high,lan
LAN keeps disconnecting Ethernet connection drops when cable is moved since this morning. I cannot continue my tasks.,network,medium,file_sharing
Cannot access shared drive I cannot access the shared drive on the network since this morning. It says path not found. It is urgent.,network,low,file_sharing
IT portal error on submit The IT portal shows an error when submitting a ticket for the past 2 days. It is urgent.,software,medium,web_application
I need help with Request new access. Please grant me access to the procurement/finance module required for my work after the latest update.,account,medium,access_management
MFA not working OTP/MFA is not working and I cannot login since yesterday. This is affecting my work.,account,high,mfa
Malware alert detected Antivirus detected malware and quarantined a file since this morning. Please investigate. This impacts customer support.,security,critical,data_leak
Account disabled My account seems disabled and I cannot sign in today. This impacts customer support.,account,high,access_management
Print queue stuck Print queue is stuck and jobs cannot be cancelled after the latest update. I cannot continue my tasks.,printer,medium,printer
"Hello, Password reset required. I forgot my password and I am locked out after attempts this week.",account,medium,access_management
Blue screen on computer The computer shows a blue screen and restarts frequently this week. This impacts customer support.,hardware,high,power
Cannot start workstation The workstation is not powering on since this morning. The power light is off. This is delaying service.,hardware,high,power
Unauthorized login attempts There are login attempts from unknown location on my account since this morning. This impacts customer support.,security,critical,data_leak
Internal HR system not responding The HR system is not responding and pages keep loading today. This is delaying service.,software,low,os_update
"Please assist, Attachments blocked. Email attachments cannot be downloaded or are blocked since yesterday. It is urgent.",email,medium,mailbox_access
Cannot start desktop computer The desktop computer is not powering on this week. The power light is off. This is affecting my work.,hardware,high,desktop
MFA not working OTP/MFA is not working and I cannot login today. This impacts customer support.,account,high,permissions
DNS issue Some websites open but others fail; looks like DNS issue since yesterday. It is urgent.,network,medium,dns
Requesting support: Monitor flickering. My monitor keeps flickering and sometimes goes black today. It is urgent.,hardware,medium,peripheral
Blue screen on desktop computer The desktop computer shows a blue screen and restarts frequently for the past 2 days.,hardware,high,peripheral
"Please assist, Keyboard not responding. The keyboard keys are not responding and the mouse freezes this week. I cannot continue my tasks.",hardware,medium,desktop
Print queue stuck Print queue is stuck and jobs cannot be cancelled after restart. It is urgent.,printer,medium,printer
Battery not charging The PC battery is not charging and only works with charger. I cannot continue my tasks.,hardware,high,power
Requesting support: Cannot start workstation. The workstation is not powering on after restart. The power light is off. It is urgent.,hardware,high,workstation
Antivirus license expired Antivirus says license expired and blocks updates since yesterday. This is affecting my work.,software,low,desktop_application
Password reset required I forgot my password and I am locked out after attempts since yesterday.,account,high,mfa
"Afternoon, Update failed. Windows/software update fails with an error code and PC becomes slow after restart. This is affecting my work.",software,medium,antivirus
Attachments blocked Email attachments cannot be downloaded or are blocked for the past 2 days.,email,medium,email
Monitor flickering My monitor keeps flickering and sometimes goes black since yesterday. I cannot continue my tasks.,hardware,low,desktop
"Please assist, Phishing email reported. I received a suspicious email asking for credentials today. I did not click links. This is affecting my work.",security,high,unauthorized_access
Update failed Windows/software update fails with an error code and PC becomes slow since this morning. This is affecting my work.,software,high,database_client
Attachments blocked Email attachments cannot be downloaded or are blocked for the past 2 days. It is urgent.,email,high,mailbox_access
"Morning, Scanner not working. Scanner fails with paper jam message even when clear since this morning. This is affecting my work.",printer,high,printer
Cannot access shared drive I cannot access the shared drive on the network since yesterday. It says path not found. This is affecting my work.,network,medium,dns
Shared mailbox request Please grant access to shared mailbox for our department since yesterday. This impacts customer support.,email,medium,calendar
Requesting support: Network connection is very slow. The network is very slow at Maseru HQ this week. Emails take long and sites time out. It is urgent.,network,low,connectivity
Cannot access shared drive I cannot access the shared drive on the network today. It says path not found. This is delaying service.,network,medium,lan
Phishing email reported I received a suspicious email asking for credentials after restart. I did not click links. It is urgent.,security,high,phishing
Antivirus license expired Antivirus says license expired and blocks updates this week. This impacts customer support.,software,medium,antivirus
Print queue stuck Print queue is stuck and jobs cannot be cancelled after restart. I cannot continue my tasks.,printer,high,toner
Printer not detected Printer not detected on the network this week. Cannot print from any PC. It is urgent.,printer,high,printer
LAN keeps disconnecting Ethernet connection drops when cable is moved for the past 2 days. It is urgent.,network,high,file_sharing
Cannot access shared drive I cannot access the shared drive on the network today. It says path not found. This is delaying service.,network,medium,connectivity
"Hello, Scanner not working. Scanner fails with paper jam message even when clear for the past 2 days. This is delaying service.",printer,low,print_queue
LAN keeps disconnecting Ethernet connection drops when cable is moved after restart. This is delaying service.,network,low,lan
"Please assist, Attachments blocked. Email attachments cannot be downloaded or are blocked today. It is urgent.",email,medium,calendar
Malware alert detected Antivirus detected malware and quarantined a file this week. Please investigate. This is affecting my work.,security,critical,unauthorized_access
DNS issue Some websites open but others fail; looks like DNS issue today. It is urgent.,network,medium,connectivity
Requesting support: Scanner not working. Scanner fails with paper jam message even when clear after restart. This is delaying service.,printer,medium,scanner
I need help with MFA not working. OTP/MFA is not working and I cannot login this week. It is urgent.,account,high,permissions
Application crashing The application crashes when I click submit/save today. This is delaying service.,software,medium,antivirus
"Afternoon, Print queue stuck. Print queue is stuck and jobs cannot be cancelled today.",printer,low,printer
"Please assist, DNS issue. Some websites open but others fail; looks like DNS issue since yesterday.",network,medium,wifi
"Please assist, Unauthorized login attempts. There are login attempts from unknown location on my account after restart.",security,critical,malware
Cannot start workstation The workstation is not powering on this week. The power light is off. I cannot continue my tasks.,hardware,high,laptop
Cannot start computer The computer is not powering on after restart. The power light is off.,hardware,high,workstation
Application crashing The application crashes when I click submit/save this week. This is affecting my work.,software,low,database_client
Outlook not syncing Outlook is not syncing new emails after restart. It is urgent.,email,low,collaboration
"Morning, Printer not detected. Printer not detected on the network today. Cannot print from any PC. It is urgent.",printer,medium,scanner
Password reset required I forgot my password and I am locked out after attempts today. This impacts customer support.,account,high,password_reset
I need help with Cannot start workstation. The workstation is not powering on for the past 2 days. The power light is off. It is urgent.,hardware,high,laptop
IT portal error on submit The IT portal shows an error when submitting a ticket this week. This is affecting my work.,software,low,web_application
"Please assist, No internet connection. Wi-Fi shows connected but no internet works since this morning. This is affecting my work.",network,medium,file_sharing
Phishing email reported I received a suspicious email asking for credentials after restart. I did not click links. I cannot continue my tasks.,security,high,unauthorized_access
"Hi IT team, Phishing email reported. I received a suspicious email asking for credentials since yesterday. I did not click links. This is delaying service.",security,high,malware
Account disabled My account seems disabled and I cannot sign in since yesterday. I cannot continue my tasks.,account,high,mfa
Cannot send email Emails stay in outbox with server connection error for the past 2 days. This is delaying service.,email,high,calendar
Unauthorized login attempts There are login attempts from unknown location on my account for the past 2 days.,security,critical,malware
"Hi IT team, Attachments blocked. Email attachments cannot be downloaded or are blocked after the latest update. This is delaying service.",email,high,mailbox_access
"Afternoon, Possible data leak. A sensitive document may have been shared incorrectly after the latest update. Please advise. This impacts customer support.",security,critical,unauthorized_access
Attachments blocked Email attachments cannot be downloaded or are blocked today.,email,low,calendar
Application crashing The application crashes when I click submit/save today. This impacts customer support.,software,low,os_update
Internal HR system not responding The HR system is not responding and pages keep loading for the past 2 days. This is affecting my work.,software,low,web_application
MFA not working OTP/MFA is not working and I cannot login after restart. This impacts customer support.,account,high,access_management
"Morning, Account disabled. My account seems disabled and I cannot sign in since this morning. This impacts customer support.",account,high,password_reset
Password reset required I forgot my password and I am locked out after attempts after the latest update. This is affecting my work.,account,high,mfa
Request new access Please grant me access to the procurement/finance module required for my work after the latest update. It is urgent.,account,high,password_reset
Battery not charging The desktop computer battery is not charging and only works with charger. This is delaying service.,hardware,high,desktop
VPN not connecting VPN fails to connect to head office after the latest update. I cannot access shared folders. This is affecting my work.,network,high,vpn
I need help with Printer not detected. Printer not detected on the network for the past 2 days. Cannot print from any PC. This is affecting my work.,printer,high,print_queue
MFA not working OTP/MFA is not working and I cannot login since yesterday. I cannot continue my tasks.,account,medium,permissions
Keyboard not responding The keyboard keys are not responding and the mouse freezes today. This is delaying service.,hardware,high,laptop
"Morning, Request new access. Please grant me access to the procurement/finance module required for my work after restart. This is delaying service.",account,low,password_reset
"Kindly help, Monitor flickering. My monitor keeps flickering and sometimes goes black this week.",hardware,medium,laptop
Requesting support: Keyboard not responding. The keyboard keys are not responding and the mouse freezes today. This is delaying service.,hardware,medium,peripheral
Cannot start PC The PC is not powering on since yesterday. The power light is off. It is urgent.,hardware,high,power
Cannot send email Emails stay in outbox with server connection error this week. I cannot continue my tasks.,email,high,mailbox_access
IT portal error on submit The IT portal shows an error when submitting a ticket after the latest update. I cannot continue my tasks.,software,low,antivirus
I need help with Password reset required. I forgot my password and I am locked out after attempts today. It is urgent.,account,high,access_management
LAN keeps disconnecting Ethernet connection drops when cable is moved today. I cannot continue my tasks.,network,medium,dns
Malware alert detected Antivirus detected malware and quarantined a file after the latest update. Please investigate. This is affecting my work.,security,critical,phishing
Access denied to folder I get access denied when opening the shared folder/system after restart. This impacts customer support.,account,medium,permissions
Print queue stuck Print queue is stuck and jobs cannot be cancelled since this morning. This impacts customer support.,printer,high,printer
Requesting support: Faded prints. Printer prints faded pages and shows low toner since yesterday. I cannot continue my tasks.,printer,low,print_queue
"Please assist, Outlook not syncing. Outlook is not syncing new emails for the past 2 days.",email,medium,collaboration
Print queue stuck Print queue is stuck and jobs cannot be cancelled since this morning. This is delaying service.,printer,low,scanner
"Morning, VPN not connecting. VPN fails to connect to head office since yesterday. I cannot access shared folders. This is delaying service.",network,high,dns
VPN not connecting VPN fails to connect to head office today. I cannot access shared folders. This is affecting my work.,network,high,dns
VPN not connecting VPN fails to connect to head office since yesterday. I cannot access shared folders. This is affecting my work.,network,medium,file_sharing
No internet connection Wi-Fi shows connected but no internet works for the past 2 days. I cannot continue my tasks.,network,medium,wifi
VPN not connecting VPN fails to connect to head office after restart. I cannot access shared folders. This is affecting my work.,network,medium,lan
"Kindly help, Possible data leak. A sensitive document may have been shared incorrectly since yesterday. Please advise.",security,critical,security_incident
"Hi IT team, Calendar invites failing. Meeting invites fail or do not update in calendar for the past 2 days. It is urgent.",email,low,calendar
Cannot access shared drive I cannot access the shared drive on the network for the past 2 days. It says path not found. This is delaying service.,network,medium,wifi
Battery not charging The laptop battery is not charging and only works with charger. This is delaying service.,hardware,medium,peripheral
Requesting support: Printer not detected. Printer not detected on the network after restart. Cannot print from any PC. It is urgent.,printer,high,print_queue
"Morning, USB security warning. A USB device triggered a security warning when connected this week.",security,high,data_leak
I need help with Scanner not working. Scanner fails with paper jam message even when clear after restart. This is affecting my work.,printer,medium,print_queue
Blue screen on computer The computer shows a blue screen and restarts frequently after the latest update.,hardware,high,desktop
Requesting support: Printer not detected. Printer not detected on the network after restart. Cannot print from any PC.,printer,high,scanner
Cannot start computer The computer is not powering on for the past 2 days. The power light is off. It is urgent.,hardware,high,power
Possible data leak A sensitive document may have been shared incorrectly this week. Please advise. This is affecting my work.,security,critical,malware
Requesting support: DNS issue. Some websites open but others fail; looks like DNS issue after the latest update. It is urgent.,network,high,connectivity
Attachments blocked Email attachments cannot be downloaded or are blocked after the latest update. This impacts customer support.,email,high,collaboration
Keyboard not responding The keyboard keys are not responding and the mouse freezes since this morning.,hardware,medium,workstation
"Hi IT team, VPN not connecting. VPN fails to connect to head office after restart. I cannot access shared folders. I cannot continue my tasks.",network,high,wifi
"Morning, Password reset required. I forgot my password and I am locked out after attempts after restart. This is affecting my work.",account,medium,access_management
Application crashing The application crashes when I click submit/save since this morning.,software,medium,database_client
Keyboard not responding The keyboard keys are not responding and the mouse freezes for the past 2 days. This is affecting my work.,hardware,medium,peripheral
VPN not connecting VPN fails to connect to head office after restart. I cannot access shared folders. It is urgent.,network,high,lan
Printer not detected Printer not detected on the network today. Cannot print from any PC. This is delaying service.,printer,high,printer
Faded prints Printer prints faded pages and shows low toner this week. This is affecting my work.,printer,medium,toner
"Morning, Printer not detected. Printer not detected on the network today. Cannot print from any PC. This is delaying service.",printer,high,print_queue
"Hi IT team, Printer offline. Printer shows offline and jobs do not print since this morning. I cannot continue my tasks.",printer,high,scanner
I need help with Account disabled. My account seems disabled and I cannot sign in after the latest update. This is affecting my work.,account,high,access_management
I need help with Printer offline. Printer shows offline and jobs do not print this week. I cannot continue my tasks.,printer,high,scanner
"Afternoon, Calendar invites failing. Meeting invites fail or do not update in calendar for the past 2 days. This is delaying service.",email,medium,collaboration
Printer not detected Printer not detected on the network since this morning. Cannot print from any PC. This is affecting my work.,printer,low,scanner
"Hi IT team, Cannot send email. Emails stay in outbox with server connection error since this morning. This is affecting my work.",email,medium,email
Battery not charging The laptop battery is not charging and only works with charger. I cannot continue my tasks.,hardware,high,power
Cannot access shared drive I cannot access the shared drive on the network since yesterday. It says path not found.,network,low,file_sharing
"Hello, Cannot send email. Emails stay in outbox with server connection error today. This is delaying service.",email,low,collaboration
MFA not working OTP/MFA is not working and I cannot login since this morning.,account,medium,mfa
Access denied to folder I get access denied when opening the shared folder/system today. This impacts customer support.,account,medium,password_reset
"Kindly help, Unauthorized login attempts. There are login attempts from unknown location on my account this week. This is affecting my work.",security,critical,data_leak
Scanner not working Scanner fails with paper jam message even when clear for the past 2 days. This is affecting my work.,printer,low,scanner
Update failed Windows/software update fails with an error code and PC becomes slow after restart. I cannot continue my tasks.,software,low,desktop_application
Cannot access shared drive I cannot access the shared drive on the network since yesterday. It says path not found. This is delaying service.,network,high,file_sharing
"Morning, Request new access. Please grant me access to the procurement/finance module required for my work for the past 2 days. This is affecting my work.",account,medium,password_reset
VPN not connecting VPN fails to connect to head office this week. I cannot access shared folders.,network,medium,file_sharing
Antivirus license expired Antivirus says license expired and blocks updates since this morning. It is urgent.,software,medium,desktop_application
Possible data leak A sensitive document may have been shared incorrectly since yesterday. Please advise.,security,critical,phishing
Cannot access shared drive I cannot access the shared drive on the network since yesterday. It says path not found. I cannot continue my tasks.,network,high,vpn
Password reset required I forgot my password and I am locked out after attempts after the latest update. This impacts customer support.,account,high,permissions
Cannot access shared drive I cannot access the shared drive on the network today. It says path not found. This is delaying service.,network,high,lan
Access denied to folder I get access denied when opening the shared folder/system for the past 2 days. It is urgent.,account,medium,password_reset
"Afternoon, Printer not detected. Printer not detected on the network today. Cannot print from any PC.",printer,medium,scanner
"Hi IT team, Cannot login to LECIntelliSupport system. I cannot login to the LECIntelliSupport portal after restart. It says invalid session or error. I cannot continue my tasks.",software,medium,os_update
Outlook not syncing Outlook is not syncing new emails this week.,email,medium,collaboration
Calendar invites failing Meeting invites fail or do not update in calendar for the past 2 days. This impacts customer support.,email,medium,calendar
Attachments blocked Email attachments cannot be downloaded or are blocked since yesterday. This is affecting my work.,email,medium,calendar
I need help with Request new access. Please grant me access to the procurement/finance module required for my work this week. It is urgent.,account,low,permissions
Cannot access shared drive I cannot access the shared drive on the network after restart. It says path not found.,network,medium,wifi
"Afternoon, Cannot start workstation. The workstation is not powering on for the past 2 days. The power light is off. This is affecting my work.",hardware,high,peripheral
Overheating The computer becomes very hot and shuts down during work after the latest update. This is affecting my work.,hardware,high,workstation
Antivirus license expired Antivirus says license expired and blocks updates since this morning. This is delaying service.,software,low,web_application
Cannot access shared drive I cannot access the shared drive on the network since yesterday. It says path not found. It is urgent.,network,low,file_sharing
Password reset required I forgot my password and I am locked out after attempts this week. It is urgent.,account,high,mfa
"Kindly help, Print queue stuck. Print queue is stuck and jobs cannot be cancelled after restart. This impacts customer support.",printer,medium,printer
Cannot start computer The computer is not powering on after the latest update. The power light is off. This is delaying service.,hardware,high,laptop
"Kindly help, No internet connection. Wi-Fi shows connected but no internet works after the latest update. It is urgent.",network,high,wifi
Password reset required I forgot my password and I am locked out after attempts since yesterday. I cannot continue my tasks.,account,high,password_reset
"Afternoon, Blue screen on laptop. The laptop shows a blue screen and restarts frequently this week. This is affecting my work.",hardware,high,peripheral
"Afternoon, Keyboard not responding. The keyboard keys are not responding and the mouse freezes after restart. It is urgent.",hardware,medium,laptop
"Hello, Application crashing. The application crashes when I click submit/save after restart.",software,high,desktop_application
Shared mailbox request Please grant access to shared mailbox for our department this week. It is urgent.,email,low,mailbox_access
No internet connection Wi-Fi shows connected but no internet works since this morning. This is affecting my work.,network,medium,vpn
No internet connection Wi-Fi shows connected but no internet works today. This is affecting my work.,network,high,wifi
Malware alert detected Antivirus detected malware and quarantined a file since yesterday. Please investigate. I cannot continue my tasks.,security,critical,security_incident
Overheating The laptop becomes very hot and shuts down during work since this morning. This is delaying service.,hardware,high,workstation
I need help with No internet connection. Wi-Fi shows connected but no internet works after the latest update. I cannot continue my tasks.,network,high,wifi
Printer not detected Printer not detected on the network for the past 2 days. Cannot print from any PC. This is delaying service.,printer,high,scanner
Account disabled My account seems disabled and I cannot sign in since yesterday. This impacts customer support.,account,high,permissions
Shared mailbox request Please grant access to shared mailbox for our department since this morning. This impacts customer support.,email,medium,mailbox_access
Phishing email reported I received a suspicious email asking for credentials since yesterday. I did not click links. This is delaying service.,security,high,phishing
Cannot login to LECIntelliSupport system I cannot login to the LECIntelliSupport portal after restart. It says invalid session or error. It is urgent.,software,low,database_client
I need help with IT portal error on submit. The IT portal shows an error when submitting a ticket this week. This impacts customer support.,software,medium,database_client
Request new access Please grant me access to the procurement/finance module required for my work today. This impacts customer support.,account,low,access_management
Access denied to folder I get access denied when opening the shared folder/system since yesterday. This is affecting my work.,account,medium,password_reset
Cannot start computer The computer is not powering on since yesterday. The power light is off. This is delaying service.,hardware,high,power
Monitor flickering My monitor keeps flickering and sometimes goes black this week. This is delaying service.,hardware,medium,power
"Morning, Malware alert detected. Antivirus detected malware and quarantined a file since yesterday. Please investigate. This impacts customer support.",security,critical,phishing
Network connection is very slow The network is very slow at head office today. Emails take long and sites time out. This is affecting my work.,network,low,connectivity
Antivirus license expired Antivirus says license expired and blocks updates today. I cannot continue my tasks.,software,high,database_client
"Afternoon, Malware alert detected. Antivirus detected malware and quarantined a file since yesterday. Please investigate. This is affecting my work.",security,critical,security_incident
Faded prints Printer prints faded pages and shows low toner today. It is urgent.,printer,high,printer
Scanner not working Scanner fails with paper jam message even when clear today. This is affecting my work.,printer,medium,print_queue
"Kindly help, Password reset required. I forgot my password and I am locked out after attempts today. This is affecting my work.",account,medium,password_reset
"Please assist, Monitor flickering. My monitor keeps flickering and sometimes goes black since this morning. I cannot continue my tasks.",hardware,medium,peripheral
LAN keeps disconnecting Ethernet connection drops when cable is moved since yesterday. I cannot continue my tasks.,network,medium,file_sharing
I need help with Outlook not syncing. Outlook is not syncing new emails for the past 2 days. It is urgent.,email,medium,collaboration
"Afternoon, LAN keeps disconnecting. Ethernet connection drops when cable is moved since this morning. This is affecting my work.",network,medium,wifi
"Kindly help, Request new access. Please grant me access to the procurement/finance module required for my work this week.",account,high,password_reset
Access denied to folder I get access denied when opening the shared folder/system today. I cannot continue my tasks.,account,medium,access_management
Keyboard not responding The keyboard keys are not responding and the mouse freezes for the past 2 days. This is delaying service.,hardware,medium,laptop
"Afternoon, Calendar invites failing. Meeting invites fail or do not update in calendar this week. This is affecting my work.",email,medium,email
Blue screen on desktop computer The desktop computer shows a blue screen and restarts frequently after the latest update. This is delaying service.,hardware,high,power
VPN not connecting VPN fails to connect to head office this week. I cannot access shared folders. I cannot continue my tasks.,network,high,connectivity
"Kindly help, LAN keeps disconnecting. Ethernet connection drops when cable is moved after restart. This is delaying service.",network,medium,vpn
Password reset required I forgot my password and I am locked out after attempts since yesterday. This is affecting my work.,account,medium,mfa
"Morning, Keyboard not responding. The keyboard keys are not responding and the mouse freezes since yesterday. This impacts customer support.",hardware,low,peripheral
"Kindly help, MFA not working. OTP/MFA is not working and I cannot login this week. This impacts customer support.",account,medium,permissions
"Kindly help, Unauthorized login attempts. There are login attempts from unknown location on my account since yesterday. This impacts customer support.",security,critical,malware
Cannot login to LECIntelliSupport system I cannot login to the LECIntelliSupport portal this week. It says invalid session or error. I cannot continue my tasks.,software,medium,os_update
I need help with Shared mailbox request. Please grant access to shared mailbox for our department for the past 2 days. I cannot continue my tasks.,email,low,mailbox_access
"Hi IT team, Malware alert detected. Antivirus detected malware and quarantined a file this week. Please investigate. This impacts customer support.",security,critical,data_leak
"Afternoon, DNS issue. Some websites open but others fail; looks like DNS issue for the past 2 days. It is urgent.",network,high,lan
Request new access Please grant me access to the procurement/finance module required for my work since this morning. This is delaying service.,account,low,password_reset
Printer not detected Printer not detected on the network for the past 2 days. Cannot print from any PC. I cannot continue my tasks.,printer,low,print_queue
Printer offline Printer shows offline and jobs do not print today. This impacts customer support.,printer,high,scanner
Password reset required I forgot my password and I am locked out after attempts today. This is delaying service.,account,medium,access_management
Calendar invites failing Meeting invites fail or do not update in calendar after the latest update. It is urgent.,email,high,email
Cannot start PC The PC is not powering on after restart. The power light is off. I cannot continue my tasks.,hardware,high,workstation
Attachments blocked Email attachments cannot be downloaded or are blocked today. This is affecting my work.,email,medium,mailbox_access
Unauthorized login attempts There are login attempts from unknown location on my account today. It is urgent.,security,critical,malware
I need help with Unauthorized login attempts. There are login attempts from unknown location on my account after restart.,security,critical,unauthorized_access
"Morning, Account disabled. My account seems disabled and I cannot sign in today. I cannot continue my tasks.",account,high,mfa
Request new access Please grant me access to the procurement/finance module required for my work this week. This is affecting my work.,account,high,password_reset
Cannot start desktop computer The desktop computer is not powering on after restart. The power light is off. I cannot continue my tasks.,hardware,high,workstation
"Afternoon, Shared mailbox request. Please grant access to shared mailbox for our department after the latest update.",email,medium,calendar
Battery not charging The PC battery is not charging and only works with charger. This impacts customer support.,hardware,medium,desktop
